,genes,cluster,hierachical_cluster
2080,AKAP5,greenyellow,5
2081,TTC39B,greenyellow,5
2082,LPAR1,greenyellow,5
2083,EFR3A,greenyellow,5
2084,PODXL,greenyellow,5
2085,CXCL6,greenyellow,5
2086,RAG1,greenyellow,5
2087,PDPN,greenyellow,5
2088,LHFPL2,greenyellow,5
2089,RRAS2,greenyellow,5
2090,PDIA6,greenyellow,5
2091,MIER2,greenyellow,5
2092,MYRF,greenyellow,5
2093,FAM110C,greenyellow,5
2094,ANGEL1,greenyellow,5
2095,FZD4,greenyellow,5
2096,NPTN,greenyellow,5
2097,CIPC,greenyellow,5
2098,PPARGC1B,greenyellow,5
2099,SKAP2,greenyellow,5
2100,SAMD12,greenyellow,5
2101,OSGIN2,greenyellow,5
2102,DOK4,greenyellow,5
2103,SATB1,greenyellow,5
2104,NKX3-1,greenyellow,5
2105,CSNK1G3,greenyellow,5
2106,BEND4,greenyellow,5
2107,USO1,greenyellow,5
2108,ADRA2A,greenyellow,5
2109,PTPN14,greenyellow,5
2110,CMTM6,greenyellow,5
2111,MCOLN2,greenyellow,5
2112,INHBA,greenyellow,5
2113,RAB20,greenyellow,5
2114,HMCN1,greenyellow,5
2115,BAHD1,greenyellow,5
2116,PRLR,greenyellow,5
2117,CD2AP,greenyellow,5
2118,LGR4,greenyellow,5
2119,ZDHHC23,greenyellow,5
2120,TMED10,greenyellow,5
2121,WASL,greenyellow,5
2122,ALDH3A2,greenyellow,5
2123,MET,greenyellow,5
2124,MEF2D,lightcyan,3
2125,GDI1,lightcyan,3
2126,FKBP1A,lightcyan,3
2127,DENND1B,lightcyan,3
2128,LIX1L,lightcyan,3
2129,PPP1R9B,lightcyan,3
2130,EVI5,lightcyan,3
2131,FSTL1,lightcyan,3
2132,ALDH5A1,lightcyan,3
2133,RASA2,lightcyan,3
2134,TPP1,lightcyan,3
2135,AMFR,lightcyan,3
2136,AGO3,lightcyan,3
2137,HIPK3,lightcyan,3
2138,AHR,lightcyan,3
2139,ACOX1,lightcyan,3
2140,MICU3,lightcyan,3
2141,LNPEP,lightcyan,3
2142,FBXW7,lightcyan,3
2143,LCOR,lightcyan,3
2144,SGMS1,lightcyan,3
2145,CAPRIN2,lightcyan,3
2146,FAXC,lightcyan,3
2147,CPEB4,lightcyan,3
2148,NFIC,lightcyan,3
2149,SH3BGRL,lightcyan,3
2150,TMEM200C,lightcyan,3
2151,CTBS,lightcyan,3
2152,PEA15,lightcyan,3
2153,PRKAR1A,lightcyan,3
2154,AGFG1,lightcyan,3
2155,TMEM167B,lightcyan,3
2156,CNEP1R1,lightcyan,3
2157,FAR1,lightcyan,3
2158,RAB21,lightcyan,3
2159,TTYH3,lightcyan,3
2160,REV3L,lightcyan,3
2161,AKAP11,lightcyan,3
2162,SPRED1,lightcyan,3
2163,CLVS2,lightcyan,3
2164,KATNAL1,lightcyan,3
2165,PHYKPL,lightcyan,3
2166,UBE2W,lightcyan,3
2167,DIRAS1,lightcyan,3
2168,FAM8A1,lightcyan,3
2169,RPS6KA3,midnightblue,3
2170,JAKMIP2,midnightblue,3
2171,NPAS2,midnightblue,3
2172,CYGB,midnightblue,3
2173,RUNX1T1,midnightblue,3
2174,SIPA1L2,midnightblue,3
2175,AHR,midnightblue,3
2176,FAM199X,midnightblue,3
2177,UBN2,midnightblue,3
2178,CASK,midnightblue,3
2179,BLCAP,midnightblue,3
2180,ADAM12,midnightblue,3
2181,DESI1,midnightblue,3
2182,PPP2R3C,midnightblue,3
2183,MAPK1,midnightblue,3
2184,TTBK2,midnightblue,3
2185,SOS2,midnightblue,3
2186,UBR3,midnightblue,3
2187,CPEB2,midnightblue,3
2188,SLC46A3,midnightblue,3
2189,ZNF25,midnightblue,3
2190,CACNA2D1,midnightblue,3
2191,ZHX3,midnightblue,3
2192,LRRC3,midnightblue,3
2193,SYNJ1,midnightblue,3
2194,KCNJ3,midnightblue,3
2195,PLXNC1,midnightblue,3
2196,PHF19,midnightblue,3
2197,NCDN,midnightblue,3
2198,KLC1,midnightblue,3
2199,SUN2,midnightblue,3
2200,SRGAP1,midnightblue,3
2201,RASSF5,midnightblue,3
2202,KIF5C,midnightblue,3
2203,SLC12A2,midnightblue,3
2204,DST,midnightblue,3
2205,ATG2B,midnightblue,3
2206,UNC80,midnightblue,3
2207,NDEL1,midnightblue,3
2208,PRKG1,midnightblue,3
2209,MEGF9,midnightblue,3
2210,ELF2,midnightblue,3
2211,EPHA3,midnightblue,3
2212,CLCN5,midnightblue,3
2213,RBMS3,midnightblue,3
2214,PRICKLE2,midnightblue,3
2215,KCTD1,midnightblue,3
2216,CELSR2,midnightblue,3
2217,AGO4,midnightblue,3
2218,PPP1R12B,midnightblue,3
2219,TOR1B,midnightblue,3
2220,NR4A2,midnightblue,3
2221,PLEKHH1,midnightblue,3
2222,PCMT1,midnightblue,3
2223,ATXN1,midnightblue,3
2224,HSPA4L,midnightblue,3
2225,CPEB3,midnightblue,3
2226,PPIP5K2,midnightblue,3
2227,KIAA1549,midnightblue,3
2228,ZHX1,midnightblue,3
2229,WDFY4,midnightblue,3
2230,CYTH1,midnightblue,3
2231,BCAP29,midnightblue,3
2232,LNPEP,midnightblue,3
2233,FBXW7,midnightblue,3
2234,ZMAT3,midnightblue,3
2235,GLT1D1,midnightblue,3
2236,RERG,midnightblue,3
2237,RNF150,midnightblue,3
2238,NBPF20,midnightblue,3
2239,CPM,midnightblue,3
2240,PAG1,midnightblue,3
2241,NSG1,midnightblue,3
2242,CTSK,midnightblue,3
2243,AREL1,midnightblue,3
2244,NPAS3,midnightblue,3
2245,DCTN6,midnightblue,3
2246,CCDC50,midnightblue,3
2247,ARL8B,midnightblue,3
2248,TMF1,midnightblue,3
2249,SLC40A1,midnightblue,3
2250,ATP10D,midnightblue,3
2251,RAB18,midnightblue,3
2252,ZNF655,midnightblue,3
2253,PDK4,midnightblue,3
2254,VEGFB,midnightblue,3
2255,MAPK8,midnightblue,3
2256,MTMR3,midnightblue,3
2257,MGAT4A,midnightblue,3
2258,FAM160B1,midnightblue,3
2259,HIPK3,midnightblue,3
2260,LCOR,midnightblue,3
2261,KIDINS220,midnightblue,3
2262,MAP3K2,midnightblue,3
2263,BTRC,midnightblue,3
2264,MORC4,midnightblue,3
2265,MBNL2,midnightblue,3
2266,COBLL1,midnightblue,3
2267,DISC1,midnightblue,3
2268,TNRC6B,midnightblue,3
2269,ATF7,midnightblue,3
2270,CEP85L,midnightblue,3
2271,MBL2,midnightblue,3
2272,CLASP2,midnightblue,3
2273,TUSC3,midnightblue,3
2274,FGF13,midnightblue,3
2275,ETNK1,midnightblue,3
2276,ENDOD1,midnightblue,3
2277,NUCB2,midnightblue,3
2278,SNCG,midnightblue,3
2279,SPOP,turquoise,3
2280,TNFAIP1,turquoise,3
2281,ELAVL2,turquoise,3
2282,PDE10A,turquoise,3
2283,SNRK,turquoise,3
2284,EVI5,turquoise,3
2285,TMCO1,turquoise,3
2286,GALC,turquoise,3
2287,BTG1,turquoise,3
2288,HCFC2,turquoise,3
2289,TNRC18,turquoise,3
2290,SMG7,turquoise,3
2291,RICTOR,turquoise,3
2292,ZNF711,turquoise,3
2293,SIPA1L2,turquoise,3
2294,GNAQ,turquoise,3
2295,COL1A2,turquoise,3
2296,NAP1L5,turquoise,3
2297,RGL1,turquoise,3
2298,SEMA3C,turquoise,3
2299,UBN2,turquoise,3
2300,ACER3,turquoise,3
2301,CASK,turquoise,3
2302,SAYSD1,turquoise,3
2303,SNAP25,turquoise,3
2304,DYNLL2,turquoise,3
2305,SMPD1,turquoise,3
2306,ZBED3,turquoise,3
2307,GNS,turquoise,3
2308,USP15,turquoise,3
2309,PICALM,turquoise,3
2310,FAM214B,turquoise,3
2311,FOXN2,turquoise,3
2312,NCOA7,turquoise,3
2313,SLC46A3,turquoise,3
2314,MYO9A,turquoise,3
2315,SOBP,turquoise,3
2316,TIPARP,turquoise,3
2317,TRAPPC13,turquoise,3
2318,ADAMTS5,turquoise,3
2319,ITGB8,turquoise,3
2320,SYNJ1,turquoise,3
2321,GOLGB1,turquoise,3
2322,ZKSCAN1,turquoise,3
2323,ZNF704,turquoise,3
2324,LRCH1,turquoise,3
2325,ZBTB41,turquoise,3
2326,PCDHA7,turquoise,3
2327,MAML2,turquoise,3
2328,SUN2,turquoise,3
2329,LRRD1,turquoise,3
2330,TET3,turquoise,3
2331,FNIP2,turquoise,3
2332,DYNLRB1,turquoise,3
2333,RPAP2,turquoise,3
2334,GOLGA1,turquoise,3
2335,ZMIZ1,turquoise,3
2336,CSNK1D,turquoise,3
2337,MKNK1,turquoise,3
2338,RAB14,turquoise,3
2339,DACH1,turquoise,3
2340,TANC1,turquoise,3
2341,TMCC1,turquoise,3
2342,PI4KB,turquoise,3
2343,ULK2,turquoise,3
2344,OXR1,turquoise,3
2345,GPRASP2,turquoise,3
2346,CD47,turquoise,3
2347,MYO1G,turquoise,3
2348,PHF20L1,turquoise,3
2349,KLHL42,turquoise,3
2350,ONECUT2,turquoise,3
2351,AGO4,turquoise,3
2352,MFF,turquoise,3
2353,CEP164,turquoise,3
2354,GAS2L3,turquoise,3
2355,LRRC55,turquoise,3
2356,NR4A2,turquoise,3
2357,TFAP2A,turquoise,3
2358,TTC8,turquoise,3
2359,SORBS2,turquoise,3
2360,ST3GAL1,turquoise,3
2361,PDIK1L,turquoise,3
2362,DUSP1,turquoise,3
2363,PCMT1,turquoise,3
2364,MON2,turquoise,3
2365,TTLL7,turquoise,3
2366,HNRNPUL2,turquoise,3
2367,DLX1,turquoise,3
2368,TRIM66,turquoise,3
2369,EPHA5,turquoise,3
2370,TSC22D2,turquoise,3
2371,ZDHHC17,turquoise,3
2372,CLDND1,turquoise,3
2373,MXRA7,turquoise,3
2374,DNASE1,turquoise,3
2375,UBE2B,turquoise,3
2376,IAH1,turquoise,3
2377,ZNF333,turquoise,3
2378,GIT2,turquoise,3
2379,PAFAH1B1,turquoise,3
2380,PAG1,turquoise,3
2381,CLK4,turquoise,3
2382,KIF5A,turquoise,3
2383,CCSER2,turquoise,3
2384,YIPF4,turquoise,3
2385,NXF1,turquoise,3
2386,MPRIP,turquoise,3
2387,CCDC50,turquoise,3
2388,SLC40A1,turquoise,3
2389,RAB22A,turquoise,3
2390,TMX4,turquoise,3
2391,CAMK2D,turquoise,3
2392,FAM107B,turquoise,3
2393,PIK3R1,turquoise,3
2394,ZNF362,turquoise,3
2395,RTN1,turquoise,3
2396,MAPK8,turquoise,3
2397,TANC2,turquoise,3
2398,NUTM2D,turquoise,3
2399,CUX2,turquoise,3
2400,MAP1B,turquoise,3
2401,WDR70,turquoise,3
2402,ADCYAP1,turquoise,3
2403,FBXO8,turquoise,3
2404,MGAT4A,turquoise,3
2405,FSD1L,turquoise,3
2406,PCDH17,turquoise,3
2407,RAPGEF6,turquoise,3
2408,KPNA1,turquoise,3
2409,MICU3,turquoise,3
2410,TSG101,turquoise,3
2411,MAP3K2,turquoise,3
2412,SGMS2,turquoise,3
2413,SEMA3D,turquoise,3
2414,TRAF6,turquoise,3
2415,SOS1,turquoise,3
2416,CROT,turquoise,3
2417,ARHGEF11,turquoise,3
2418,ARMCX3,turquoise,3
2419,FEZ2,turquoise,3
2420,NETO2,turquoise,3
2421,FUT8,turquoise,3
2422,CEP85L,turquoise,3
2423,PHACTR3,turquoise,3
2424,RAB21,turquoise,3
2425,PRDM8,turquoise,3
2426,FAM172A,turquoise,3
2427,SMIM17,turquoise,3
2428,ZNF213,turquoise,3
2429,NRCAM,turquoise,3
2430,ABCA10,turquoise,3
2431,NCAM2,turquoise,3
2432,PHF2,turquoise,3
2433,FAM8A1,turquoise,3
2434,LEF1,turquoise,3
2435,ZBTB10,turquoise,3
2436,LSAMP,turquoise,3
2437,TMEM260,turquoise,3
2438,EPS8,turquoise,3
2439,PRTG,turquoise,3
2440,EXOG,turquoise,3
2441,NPAS2,turquoise,3
2442,SETD7,turquoise,3
2443,LMBRD2,turquoise,3
2444,POLK,turquoise,3
2445,CNR1,turquoise,3
2446,SPAG9,turquoise,3
2447,TK2,turquoise,3
2448,SCN2A,turquoise,3
2449,LRP1B,turquoise,3
2450,CHD3,turquoise,3
2451,MYEF2,turquoise,3
2452,UNC5C,turquoise,3
2453,RAB30,turquoise,3
2454,CCNG2,turquoise,3
2455,CRAT,turquoise,3
2456,GABARAPL2,turquoise,3
2457,AKAP11,turquoise,3
2458,SRSF12,turquoise,3
2459,HABP4,turquoise,3
2460,CLVS2,turquoise,3
2461,WSB1,turquoise,3
2462,BCL2L2,turquoise,3
2463,BCL2,turquoise,3
2464,EPC1,turquoise,3
